ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
bantubvd-8-forms,bantubvd-8,forms,369,,,
bantubvd-8-senses,bantubvd-8,senses,360,,,
bantubvd-8-CalfoflegAndLake,bantubvd-8,CalfoflegAndLake,True,CalfoflegAndLake-True,,
bantubvd-8-CalfoflegAndRiver,bantubvd-8,CalfoflegAndRiver,True,CalfoflegAndRiver-True,,
bantubvd-8-LegAndSky,bantubvd-8,LegAndSky,True,LegAndSky-True,,
bantubvd-8-NoseAndHoe,bantubvd-8,NoseAndHoe,True,NoseAndHoe-True,,
bantubvd-9-concepts,bantubvd-9,concepts,392,,,
bantubvd-9-forms,bantubvd-9,forms,419,,,
bantubvd-9-senses,bantubvd-9,senses,402,,,
bantubvd-10-concepts,bantubvd-10,concepts,393,,,
bantubvd-10-forms,bantubvd-10,forms,438,,,
bantubvd-10-senses,bantubvd-10,senses,404,,,
beidasinitic-Beijing-concepts,beidasinitic-Beijing,concepts,736,,,
beidasinitic-Beijing-forms,beidasinitic-Beijing,forms,1038,,,
beidasinitic-Beijing-senses,beidasinitic-Beijing,senses,904,,,
beidasinitic-Changsha-concepts,beidasinitic-Changsha,concepts,736,,,
beidasinitic-Changsha-forms,beidasinitic-Changsha,forms,974,,,
beidasinitic-Changsha-senses,beidasinitic-Changsha,senses,904,,,
beidasinitic-Chaozhou-concepts,beidasinitic-Chaozhou,concepts,736,,,
beidasinitic-Chaozhou-forms,beidasinitic-Chaozhou,forms,1026,,,
beidasinitic-Chaozhou-senses,beidasinitic-Chaozhou,senses,905,,,
beidasinitic-Chengdu-concepts,beidasinitic-Chengdu,concepts,735,,,
beidasinitic-Chengdu-forms,beidasinitic-Chengdu,forms,1000,,,
beidasinitic-Chengdu-senses,beidasinitic-Chengdu,senses,903,,,
beidasinitic-Fuzhou-concepts,beidasinitic-Fuzhou,concepts,736,,,
beidasinitic-Fuzhou-forms,beidasinitic-Fuzhou,forms,1067,,,
beidasinitic-Fuzhou-senses,beidasinitic-Fuzhou,senses,905,,,
beidasinitic-Guangzhou-concepts,beidasinitic-Guangzhou,concepts,735,,,
beidasinitic-Guangzhou-forms,beidasinitic-Guangzhou,forms,1027,,,
beidasinitic-Guangzhou-senses,beidasinitic-Guangzhou,senses,904,,,
beidasinitic-Hefei-concepts,beidasinitic-Hefei,concepts,735,,,
beidasinitic-Hefei-forms,beidasinitic-Hefei,forms,960,,,
beidasinitic-Hefei-senses,beidasinitic-Hefei,senses,904,,,
beidasinitic-Jinan-concepts,beidasinitic-Jinan,concepts,736,,,
beidasinitic-Jinan-forms,beidasinitic-Jinan,forms,979,,,
beidasinitic-Jinan-senses,beidasinitic-Jinan,senses,905,,,
beidasinitic-Kunming-concepts,beidasinitic-Kunming,concepts,735,,,
beidasinitic-Kunming-forms,beidasinitic-Kunming,forms,955,,,
beidasinitic-Kunming-senses,beidasinitic-Kunming,senses,903,,,
beidasinitic-Meixian-concepts,beidasinitic-Meixian,concepts,734,,,
beidasinitic-Meixian-forms,beidasinitic-Meixian,forms,976,,,
beidasinitic-Meixian-senses,beidasinitic-Meixian,senses,901,,,
beidasinitic-Nanchang-concepts,beidasinitic-Nanchang,concepts,736,,,
beidasinitic-Nanchang-forms,beidasinitic-Nanchang,forms,996,,,
beidasinitic-Nanchang-senses,beidasinitic-Nanchang,senses,904,,,
beidasinitic-Shenyang-concepts,beidasinitic-Shenyang,concepts,736,,,
beidasinitic-Shenyang-forms,beidasinitic-Shenyang,forms,995,,,
beidasinitic-Shenyang-senses,beidasinitic-Shenyang,senses,904,,,
beidasinitic-Suzhou-concepts,beidasinitic-Suzhou,concepts,735,,,
beidasinitic-Suzhou-forms,beidasinitic-Suzhou,forms,1053,,,
beidasinitic-Suzhou-senses,beidasinitic-Suzhou,senses,904,,,
beidasinitic-Wenzhou-concepts,beidasinitic-Wenzhou,concepts,736,,,
beidasinitic-Wenzhou-forms,beidasinitic-Wenzhou,forms,1003,,,
beidasinitic-Wenzhou-senses,beidasinitic-Wenzhou,senses,905,,,
beidasinitic-XiAn-concepts,beidasinitic-XiAn,concepts,736,,,
beidasinitic-XiAn-forms,beidasinitic-XiAn,forms,958,,,
beidasinitic-XiAn-senses,beidasinitic-XiAn,senses,904,,,
beidasinitic-Xiamen-concepts,beidasinitic-Xiamen,concepts,736,,,
beidasinitic-Xiamen-forms,beidasinitic-Xiamen,forms,1078,,,
beidasinitic-Xiamen-senses,beidasinitic-Xiamen,senses,905,,,
beidasinitic-Yangjiang-concepts,beidasinitic-Yangjiang,concepts,734,,,
beidasinitic-Yangjiang-forms,beidasinitic-Yangjiang,forms,946,,,
beidasinitic-Yangjiang-senses,beidasinitic-Yangjiang,senses,903,,,
beidasinitic-Yangjiang-EarAndChair,beidasinitic-Yangjiang,EarAndChair,True,EarAndChair-True,,
beidasinitic-Yangzhou-concepts,beidasinitic-Yangzhou,concepts,736,,,
beidasinitic-Yangzhou-forms,beidasinitic-Yangzhou,forms,1028,,,
beidasinitic-Yangzhou-senses,beidasinitic-Yangzhou,senses,905,,,
bodtkhobwa-Duhumbi-concepts,bodtkhobwa-Duhumbi,concepts,520,,,
bodtkhobwa-Duhumbi-forms,bodtkhobwa-Duhumbi,forms,789,,,
bodtkhobwa-Duhumbi-senses,bodtkhobwa-Duhumbi,senses,632,,,
bodtkhobwa-Jerigaon-concepts,bodtkhobwa-Jerigaon,concepts,414,,,
bodtkhobwa-Jerigaon-forms,bodtkhobwa-Jerigaon,forms,521,,,
bodtkhobwa-Jerigaon-senses,bodtkhobwa-Jerigaon,senses,460,,,
bodtkhobwa-Khispi-concepts,bodtkhobwa-Khispi,concepts,466,,,
bodtkhobwa-Khispi-forms,bodtkhobwa-Khispi,forms,640,,,
bodtkhobwa-Khispi-senses,bodtkhobwa-Khispi,senses,526,,,
bodtkhobwa-Khoina-concepts,bodtkhobwa-Khoina,concepts,450,,,
bodtkhobwa-Khoina-forms,bodtkhobwa-Khoina,forms,534,,,
bodtkhobwa-Khoina-senses,bodtkhobwa-Khoina,senses,504,,,
bodtkhobwa-Khoitam-concepts,bodtkhobwa-Khoitam,concepts,473,,,
bodtkhobwa-Khoitam-forms,bodtkhobwa-Khoitam,forms,579,,,
bodtkhobwa-Khoitam-senses,bodtkhobwa-Khoitam,senses,521,,,
bodtkhobwa-Rahung-concepts,bodtkhobwa-Rahung,concepts,469,,,
bodtkhobwa-Rahung-forms,bodtkhobwa-Rahung,forms,571,,,
bodtkhobwa-Rahung-senses,bodtkhobwa-Rahung,senses,519,,,
bodtkhobwa-Rupa-concepts,bodtkhobwa-Rupa,concepts,480,,,
bodtkhobwa-Rupa-forms,bodtkhobwa-Rupa,forms,619,,,
bodtkhobwa-Rupa-senses,bodtkhobwa-Rupa,senses,534,,,
bodtkhobwa-Rupa-FaceAndMushroom,bodtkhobwa-Rupa,FaceAndMushroom,True,FaceAndMushroom-True,,
bodtkhobwa-Rupa-FaceAndStar,bodtkhobwa-Rupa,FaceAndStar,True,FaceAndStar-True,,
bodtkhobwa-Shergaon-concepts,bodtkhobwa-Shergaon,concepts,396,,,
bodtkhobwa-Shergaon-forms,bodtkhobwa-Shergaon,forms,467,,,
bodtkhobwa-Shergaon-senses,bodtkhobwa-Shergaon,senses,437,,,
bowernpny-Adnyamathanha-concepts,bowernpny-Adnyamathanha,concepts,302,,,
bowernpny-Adnyamathanha-forms,bowernpny-Adnyamathanha,forms,307,,,
bowernpny-Adnyamathanha-senses,bowernpny-Adnyamathanha,senses,305,,,
bowernpny-Alyawarr-concepts,bowernpny-Alyawarr,concepts,288,,,
bowernpny-Alyawarr-forms,bowernpny-Alyawarr,forms,295,,,
bowernpny-Alyawarr-senses,bowernpny-Alyawarr,senses,293,,,
bowernpny-Arabana-concepts,bowernpny-Arabana,concepts,312,,,
bowernpny-Arabana-forms,bowernpny-Arabana,forms,317,,,
bowernpny-Arabana-senses,bowernpny-Arabana,senses,315,,,
bowernpny-Biri-concepts,bowernpny-Biri,concepts,260,,,
bowernpny-Biri-forms,bowernpny-Biri,forms,268,,,
bowernpny-Biri-senses,bowernpny-Biri,senses,266,,,
bowernpny-Bunganditj-concepts,bowernpny-Bunganditj,concepts,275,,,
bowernpny-Bunganditj-forms,bowernpny-Bunganditj,forms,279,,,
bowernpny-Bunganditj-senses,bowernpny-Bunganditj,senses,277,,,
bowernpny-Dhangu-concepts,bowernpny-Dhangu,concepts,251,,,
bowernpny-Dhangu-forms,bowernpny-Dhangu,forms,253,,,
bowernpny-Dhangu-senses,bowernpny-Dhangu,senses,252,,,
bowernpny-Dhangu-NapeofneckAndHill,bowernpny-Dhangu,NapeofneckAndHill,True,NapeofneckAndHill-True,,
bowernpny-Dharuk-concepts,bowernpny-Dharuk,concepts,259,,,
bowernpny-Dharuk-forms,bowernpny-Dharuk,forms,263,,,
bowernpny-Dharuk-senses,bowernpny-Dharuk,senses,262,,,
bowernpny-Dhuwal-concepts,bowernpny-Dhuwal,concepts,293,,,
bowernpny-Dhuwal-forms,bowernpny-Dhuwal,forms,296,,,
bowernpny-Dhuwal-senses,bowernpny-Dhuwal,senses,295,,,
bowernpny-Diyari-concepts,bowernpny-Diyari,concepts,314,,,
bowernpny-Diyari-forms,bowernpny-Diyari,forms,319,,,
bowernpny-Diyari-senses,bowernpny-Diyari,senses,317,,,
bowernpny-Diyari-EarAndLeaf,bowernpny-Diyari,EarAndLeaf,True,EarAndLeaf-True,,
bowernpny-Djabugay-concepts,bowernpny-Djabugay,concepts,316,,,
bowernpny-Djabugay-forms,bowernpny-Djabugay,forms,323,,,
bowernpny-Djabugay-senses,bowernpny-Djabugay,senses,321,,,
bowernpny-Djabugay-HeadAndRoof,bowernpny-Djabugay,HeadAndRoof,True,HeadAndRoof-True,,
bowernpny-Djambarrpuyngu-concepts,bowernpny-Djambarrpuyngu,concepts,288,,,
bowernpny-Djambarrpuyngu-forms,bowernpny-Djambarrpuyngu,forms,291,,,
bowernpny-Djambarrpuyngu-senses,bowernpny-Djambarrpuyngu,senses,290,,,
bowernpny-Djapu-concepts,bowernpny-Djapu,concepts,272,,,
bowernpny-Djapu-forms,bowernpny-Djapu,forms,275,,,
bowernpny-Djapu-senses,bowernpny-Djapu,senses,275,,,
bowernpny-Djinang-concepts,bowernpny-Djinang,concepts,304,,,
bowernpny-Djinang-forms,bowernpny-Djinang,forms,310,,,
bowernpny-Djinang-senses,bowernpny-Djinang,senses,308,,,
bowernpny-Djinang-ForeheadAndHill,bowernpny-Djinang,ForeheadAndHill,True,ForeheadAndHill-True,,
bowernpny-Djinang-NeckAndRiver,bowernpny-Djinang,NeckAndRiver,True,NeckAndRiver-True,,
bowernpny-Djinang-TendonAndRoot,bowernpny-Djinang,TendonAndRoot,True,TendonAndRoot-True,,
bowernpny-Gamilaraay-concepts,bowernpny-Gamilaraay,concepts,309,,,
bowernpny-Gamilaraay-forms,bowernpny-Gamilaraay,forms,316,,,
bowernpny-Gamilaraay-senses,bowernpny-Gamilaraay,senses,314,,,
bowernpny-Gumatj-concepts,bowernpny-Gumatj,concepts,257,,,
bowernpny-Gumatj-forms,bowernpny-Gumatj,forms,260,,,
bowernpny-Gumatj-senses,bowernpny-Gumatj,senses,259,,,
bowernpny-Gumbaynggir-concepts,bowernpny-Gumbaynggir,concepts,269,,,
bowernpny-Gumbaynggir-forms,bowernpny-Gumbaynggir,forms,272,,,
bowernpny-Gumbaynggir-senses,bowernpny-Gumbaynggir,senses,270,,,
bowernpny-Gupapuyngu-concepts,bowernpny-Gupapuyngu,concepts,304,,,
bowernpny-Gupapuyngu-forms,bowernpny-Gupapuyngu,forms,308,,,
bowernpny-Gupapuyngu-senses,bowernpny-Gupapuyngu,senses,307,,,
bowernpny-Gurindji-concepts,bowernpny-Gurindji,concepts,318,,,
bowernpny-Gurindji-forms,bowernpny-Gurindji,forms,325,,,
bowernpny-Gurindji-senses,bowernpny-Gurindji,senses,323,,,
bowernpny-Gurindji-HeadAndHill,bowernpny-Gurindji,HeadAndHill,True,HeadAndHill-True,,
bowernpny-GuuguYimidhirr-concepts,bowernpny-GuuguYimidhirr,concepts,258,,,
bowernpny-GuuguYimidhirr-forms,bowernpny-GuuguYimidhirr,forms,262,,,
bowernpny-GuuguYimidhirr-senses,bowernpny-GuuguYimidhirr,senses,261,,,
bowernpny-Guyani-concepts,bowernpny-Guyani,concepts,280,,,
bowernpny-Guyani-forms,bowernpny-Guyani,forms,282,,,
bowernpny-Guyani-senses,bowernpny-Guyani,senses,281,,,
bowernpny-Jaru-concepts,bowernpny-Jaru,concepts,325,,,
bowernpny-Jaru-forms,bowernpny-Jaru,forms,332,,,
bowernpny-Jaru-senses,bowernpny-Jaru,senses,330,,,
bowernpny-Jiwarli-concepts,bowernpny-Jiwarli,concepts,291,,,
bowernpny-Jiwarli-forms,bowernpny-Jiwarli,forms,296,,,
bowernpny-Jiwarli-senses,bowernpny-Jiwarli,senses,295,,,
bowernpny-Kalkatungu-concepts,bowernpny-Kalkatungu,concepts,297,,,
bowernpny-Kalkatungu-forms,bowernpny-Kalkatungu,forms,305,,,
bowernpny-Kalkatungu-senses,bowernpny-Kalkatungu,senses,303,,,
bowernpny-Kalkatungu-BoneAndTree,bowernpny-Kalkatungu,BoneAndTree,True,BoneAndTree-True,,
bowernpny-Kamilaroi-concepts,bowernpny-Kamilaroi,concepts,305,,,
bowernpny-Kamilaroi-forms,bowernpny-Kamilaroi,forms,311,,,
bowernpny-Kamilaroi-senses,bowernpny-Kamilaroi,senses,310,,,
bowernpny-Karajarri-concepts,bowernpny-Karajarri,concepts,324,,,
bowernpny-Karajarri-forms,bowernpny-Karajarri,forms,332,,,
bowernpny-Karajarri-senses,bowernpny-Karajarri,senses,330,,,
bowernpny-Kariyarra-concepts,bowernpny-Kariyarra,concepts,255,,,
bowernpny-Kariyarra-forms,bowernpny-Kariyarra,forms,262,,,
bowernpny-Kariyarra-senses,bowernpny-Kariyarra,senses,260,,,
bowernpny-Kartujarra-concepts,bowernpny-Kartujarra,concepts,289,,,
bowernpny-Kartujarra-forms,bowernpny-Kartujarra,forms,294,,,
bowernpny-Kartujarra-senses,bowernpny-Kartujarra,senses,292,,,
bowernpny-Kaurna-concepts,bowernpny-Kaurna,concepts,311,,,
bowernpny-Kaurna-forms,bowernpny-Kaurna,forms,315,,,
bowernpny-Kaurna-senses,bowernpny-Kaurna,senses,313,,,
bowernpny-Kukatj-concepts,bowernpny-Kukatj,concepts,252,,,
bowernpny-Kukatj-forms,bowernpny-Kukatj,forms,257,,,
bowernpny-Kukatj-senses,bowernpny-Kukatj,senses,256,,,
bowernpny-Kukatja-concepts,bowernpny-Kukatja,concepts,319,,,
bowernpny-Kukatja-forms,bowernpny-Kukatja,forms,326,,,
bowernpny-Kukatja-senses,bowernpny-Kukatja,senses,324,,,
bowernpny-Kukatja-HeelAndFruit,bowernpny-Kukatja,HeelAndFruit,True,HeelAndFruit-True,,
bowernpny-Kukatja-TendonAndRope,bowernpny-Kukatja,TendonAndRope,True,TendonAndRope-True,,
bowernpny-Kurtjar-concepts,bowernpny-Kurtjar,concepts,317,,,
bowernpny-Kurtjar-forms,bowernpny-Kurtjar,forms,323,,,
bowernpny-Kurtjar-senses,bowernpny-Kurtjar,senses,321,,,
bowernpny-Kurtjar-LegAndRiver,bowernpny-Kurtjar,LegAndRiver,True,LegAndRiver-True,,
bowernpny-Kurtjar-LegAndCreektidal,bowernpny-Kurtjar,LegAndCreektidal,True,LegAndCreektidal-True,,
bowernpny-KuukuYau-concepts,bowernpny-KuukuYau,concepts,262,,,
bowernpny-KuukuYau-forms,bowernpny-KuukuYau,forms,267,,,
bowernpny-KuukuYau-senses,bowernpny-KuukuYau,senses,265,,,
bowernpny-KuukuYau-KidneyAndSpearthrower,bowernpny-KuukuYau,KidneyAndSpearthrower,True,KidneyAndSpearthrower-True,,
bowernpny-Mabuiag-concepts,bowernpny-Mabuiag,concepts,289,,,
bowernpny-Mabuiag-forms,bowernpny-Mabuiag,forms,293,,,
bowernpny-Mabuiag-senses,bowernpny-Mabuiag,senses,291,,,
bowernpny-Margany-concepts,bowernpny-Margany,concepts,269,,,
bowernpny-Margany-forms,bowernpny-Margany,forms,274,,,
bowernpny-Margany-senses,bowernpny-Margany,senses,273,,,
bowernpny-MartuWangka-concepts,bowernpny-MartuWangka,concepts,290,,,
bowernpny-MartuWangka-forms,bowernpny-MartuWangka,forms,295,,,
bowernpny-MartuWangka-senses,bowernpny-MartuWangka,senses,293,,,
bowernpny-Mudburra-concepts,bowernpny-Mudburra,concepts,300,,,
bowernpny-Mudburra-forms,bowernpny-Mudburra,forms,307,,,
bowernpny-Mudburra-senses,bowernpny-Mudburra,senses,305,,,
bowernpny-Muruwari-concepts,bowernpny-Muruwari,concepts,304,,,
